id,profile_url,name,email,address,phone,whatsapp
172,https://nigeriapropertycentre.com/agents/hutchinson-hammer-and-company-limited-23886,Hutchinson Hammer And Company Limited,info@hutchinsonhammer.com,"Ymca Building, 77 Awolowo Road, Ikoyi, Lagos, Nigeria","+2347034030159, +2347034030159",+2348180000121
173,https://nigeriapropertycentre.com/agents/ajah-properties-dev-and-construction-ltd-11975,Ajah Properties Dev And Construction Ltd,look4me2472000@yahoo.com,"Suite E 194, Road 2, Ikota Shopping Complex, Ajah, Lagos, Nigeria","08038541538, 07036285029, 07053390508, 07044447326",+2348038541538
174,https://nigeriapropertycentre.com/agents/y-bims-realty-17236,Y-bims Realty,yibimsrealty@gmail.com,"37a, Opebi Road, Opebi, Lagos, Nigeria","08173129197, 08063579367, 08120160676",+2348173129197
175,https://nigeriapropertycentre.com/agents/ama-of-lagos-realty-ltd-129150,Ama Of Lagos Realty Ltd,amaoflagosrealty@gmail.com,"14, Bashiru Odofin, Losoro, Ibeju Lekki, Lagos, Nigeria",07036975006,07036975006
176,https://nigeriapropertycentre.com/agents/times-homes-realtors-105391,Times Homes Realtors,kaidi.timeshomesrealtors@gmail.co,"8 Ologolo Road, Agungi, Lekki, Lagos, Nigeria","08120224745, 08139425946",+2348120224745
177,https://nigeriapropertycentre.com/agents/detail-surveyors-and-development-company-ltd-72190,Detail Surveyors And Development Company Ltd,detailsurveyors@yahoo.com,"No 10 Useni Olanite Street., Ipaja Ayobo, Lagos, Nigeria",07084274504,07084274504
179,https://nigeriapropertycentre.com/agents/delcorg-limited-169985,Delcorg Limited,info@delcorghomes.com,"No. 2, Zone Close, Off Amity Road, Fidiso Estate, Abijo, Ibeju Lekki, Lagos, Nigeria",09131560609,+2349030825027
180,https://nigeriapropertycentre.com/agents/earthwings-properties-62904,Earthwings Properties,earthwingsproperties@gmail.com,"5, Adediran Close, Aguda, Surulere, Lagos, Nigeria","+2348161109898, +2348112685654",+2348161109898
183,https://nigeriapropertycentre.com/agents/sota-integrated-76474,Sota Integrated,sotaintegrated@gmail.com,"27 Irede Street Okerube, Ikotun,, Lagos., Nigeria","08063751459, 09028807470",+2348063751459
184,https://nigeriapropertycentre.com/agents/alphatrend-realty-2036,Alphatrend Realty,alphatrendrealty@gmail.com,"9a, Akintoye Shogunle Street, Ikeja, Lagos, Nigeria","08034286150, 08034286150",+2348075552663
186,https://nigeriapropertycentre.com/agents/arrrrgos-bay-12573,Arrrrgos Bay,arrrrgosbays@gmail.com,"9 Oyara Street, Ajah, Lagos, Nigeria","08069003148, 08069003148, 09018974077, 09094569421",+2349094569421
188,https://nigeriapropertycentre.com/agents/the-midas-touch-realty-limited-84156,The Midas Touch Realty Limited,fidelis.eguaoje@gmail.com,"55, Ogunjonino Street,, Lagasa. Ibeju-lekki, Lagos, Nigeria",07064381279,+2348055462032
190,https://nigeriapropertycentre.com/agents/gbite-and-associates-5068,Gbite And Associates,info@adegbiteandassociates.com,"299, Ikorodu Road, Lagos, Nigeria","08060254182, 08113833638",08060254182
192,https://nigeriapropertycentre.com/agents/savido-properties-co-10895,Savido Properties & Co,savido70@gmail.com,"K125 Road 5, Ikota Shopping Complex, By Vgc, Lekki, Lagos, Nigeria","08135521672, 08120790303",+2348135521672
194,https://nigeriapropertycentre.com/agents/emminent-property-international-10272,Emminent Property International,eminentppty@gmail.com,"9 Ayodele Oke Owo Street, Opposite Deeperlife Church, Gbagada, Lagos, Nigeria","08034230833, 09040062858",+2348034230833
196,https://nigeriapropertycentre.com/agents/mfyldconcept-limited-13857,Mfyldconcept Limited,mfyldconcept@gmail.com,"No. 6 Awoseyin Street,, Somolu, Lagos, Nigeria","+2347030270744, +2347030270744",07030270744
197,https://nigeriapropertycentre.com/agents/misa-nigeria-limited-79630,Misa Nigeria Limited,aokafor@misaltd.com,"47a Glover Road, Ikoyi, Lagos, Nigeria",08066278701,+2348066278701
200,https://nigeriapropertycentre.com/agents/palms-real-estate-139831,Palms Real Estate,palmsrealestatecompany@gmail.com,"Flat C301. Safe Court Apartments, 19, Ojulari St,ikate Elegushi., Lagos, Nigeria","09062288426, 09062288426",09062288426
202,https://nigeriapropertycentre.com/agents/oneal-contracting-limited-21506,O'neal Contracting Limited,nigeriaocl@gmail.com,"2 Olayinka Atiku Street, Off Addo Road, Ajah, Lagos, Nigeria","08051121527, 08188882594, 08188882594, 08164648101",+234805121527
206,https://nigeriapropertycentre.com/agents/diba-properties-limited-33613,Diba Properties Limited,dibapropertiesltd@gmail.com,"2 Rasaki Balogun, Enahoro Crescent, Lekki, Lagos, Nigeria","08178555115, 07066553447",+2348178555115
207,https://nigeriapropertycentre.com/agents/sam-akaeze-co-estate-surveyors-valuers-16084,Sam Akaeze & Co. (estate Surveyors & Valuers),sacocoy@gmail.com,"27 Unity Road, Ikeja, Lagos, Nigeria","08034130822, 08023177621",+2348034130822
208,https://nigeriapropertycentre.com/agents/dazdeep-analytics-business-solutions-limited-137130,Dazdeep Analytics & Business Solutions Limited,estate@dazdeep.com,"2 Igbokushu Street, Opposite Jakande Elegushi, Lekki, Lagos, Nigeria","+2348027562357, +2348093293337",+2348027562357
209,https://nigeriapropertycentre.com/agents/easyhomeproperties-ltd-47285,Easyhomeproperties Ltd,info_easyhomeproperties@yahoo.com,"Suite 93, Dolphin Plaza, Corporation Drive, Dolphin Estate, Ikoyi, Lagos, Nigeria","08022014906, 08142691324",+2348022014906
211,https://nigeriapropertycentre.com/agents/tangent-global-resources-limited-23036,Tangent Global Resources Limited,okotery2@gmail.com,"7 Kansen Adaremiwa Crescent Ole - Ira, Ajah, Lagos, Nigeria","+234703249994, +2348153993008",+2347032949994
212,https://nigeriapropertycentre.com/agents/theo-halim-associates-estate-surveyors-valuers-1897,Theo Halim Associates ( Estate Surveyors & Valuers ),theohalim@gmail.com,"Suite 6, Biaduo Suites, 21 Biaduo Street, S.w. Ikoyi, Lagos, Nigeria","+2347025161338, +2348022916743",+2348022916743
213,https://nigeriapropertycentre.com/agents/eagle-eye-property-company-18661,Eagle Eye Property Company,eagle_eye_esv@yahoo.com,"4, Tijani Street, Off Alaja Road, Megida Bus Stop, Ipaja Ayobo, Lagos, Nigeria","08139609783, 08185063877, 08022511191",2348185063877
214,https://nigeriapropertycentre.com/agents/xtrim-properties-1239,Xtrim Properties,admin@xtrimproperties.com.ng,"5 Daranijo Street, Ogba, Ikeja, Lagos, Nigeria","08188127092, 08129794001",+2348188127092
215,https://nigeriapropertycentre.com/agents/bobbag-ltd-40042,Bobbag Ltd,bobbag.ltd@gmail.com,"4 Emeka Okoye Street, Southern View Estate,, Lekki, Lagos, Nigeria","08189858540, 08034259600, 09018525365",+2348034259600
218,https://nigeriapropertycentre.com/agents/rio-trading-ventures-118803,Rio Trading Ventures,chatwithrioventures@gmail.com,"No 10, Adegoke Ajayi Street, Sabo, Ojodu, Ikeja, Lagos, Nigeria","08035696337, 09063637182",08035696337
220,https://nigeriapropertycentre.com/agents/alumatex-spine-limited-119704,Alumatex Spine Limited,omotoshosegun47@gmail.com,"72, Lateef Aregbe Street, Off Grandmate Bus Stop, Okota, Lagos, Nigeria","08086501461, 08033976382",+2348086501461
221,https://nigeriapropertycentre.com/agents/safeguide-concepts-22641,Safeguide Concepts,safeguideconcept@gmail.com,"93 Ogudu Road, Abule Soko Busstop, Ogudu, Ogudu, Lagos State, Nigeria","07065776298, 08058962300, 07065776298, 08058962300",07065776298
224,https://nigeriapropertycentre.com/agents/cassests-emporium-nigeria-limited-17459,Cassests Emporium Nigeria Limited,cassestsbusiness@gmail.com,"Block 15, Block 34, Phillip Ojedokun Street, Magodo, Isheri Gra, Phase One, Lagos State, Nigeria","08103692989, 09128595783",+2348103692989
225,https://nigeriapropertycentre.com/agents/sotaas-management-and-consultant-66068,Sotaas Management And Consultant,ty4sure2010@yahoo.co.uk,"14 Babatunde Street, Yaba, Lagos, Nigeria","08095453571, 08095453571, 08095453571",+2348095453571
227,https://nigeriapropertycentre.com/agents/konamipropertieslimited-89537,Konamipropertieslimited,konamipropertieslimited@gmail.com,"Plt 13 Abimbola Okulaja Close Lekki Phase1, Eti Osa, Lagos, Nigeria","08098596845, 07025004736, 09079757713",+2348098596845
230,https://nigeriapropertycentre.com/agents/azora-homes-29712,Azora Homes,azorahomes@gmail.com,"Orile Maroko, Flat 2, Ajah, Lagos, Nigeria","09046728802, 09046728802, 09054873672",09046728802
233,https://nigeriapropertycentre.com/agents/bimadek-properties-ventures-12438,Bimadek Properties Ventures,bimadekproperties@gmail.com,"43a Oyibo Adjarho Street, Off Ayinde Akinmade, Off Admiralty Way, Lekki Phase 1, Lagos, Nigeria","09135009033, 09135009033, 09135009034, 08067491442",08067491442
234,https://nigeriapropertycentre.com/agents/destiny-pacesetter-ventures-33768,Destiny Pacesetter Ventures,realoceanofwealth@gmail.com,"6, Aderibigbe Sokunbi Street, Egbeda, Lagos, Nigeria","08039245472, 08024005572",+2348039245472
236,https://nigeriapropertycentre.com/agents/nextedifice-co-nigeria-enterprises-21693,Nextedifice & Co. Nigeria Enterprises,nextedifice@yahoo.com; ricky_boo2009@hotmail.com,"24, Tajudeen Alli Street, Off Ojokoro Road, Owutu Estate, Agric, Ikorodu, Lagos, Nigeria","08029898093, 09099070504, 08029898093",+2349099070504
237,https://nigeriapropertycentre.com/agents/gatdabless-contractors-limited-198369,Gatdabless Contractors Limited,gatdabless@gmail.com,"13b Ijako Oke Osho Ijako, Epe, Lagos, Nigeria","09019335336, 08032817751",09019335336
239,https://nigeriapropertycentre.com/agents/novagreen-enterprises-limited-70406,Novagreen Enterprises Limited,fieldtechagroservices@yahoo.com,"7, Anuoluwapo Street, Abule-egba, Agege, Lagos, Nigeria","08033441810, 08129967330",08033441810
240,https://nigeriapropertycentre.com/agents/qacehomes-ltd-192170,Qacehomes Ltd,oluwaseyi@qacehomes.com,"107, Kujore Street, Ogudu - Ojota, Lagos, Nigeria","08147723068, 08033951945",+2348147723068
242,https://nigeriapropertycentre.com/agents/hc-realty-consults-39168,Hc Realty Consults,hcconsults02@gmail.com,"4th Floor, Brasas' Mall. 16, Victoria Arobieke Street, Opposite Zenith Bank, Admiralty Way, Lekki Phase 1, Lagos, Nigeria","08169111851, 08034377508, 08169111851",+2348034377508
243,https://nigeriapropertycentre.com/agents/first-colony-real-estate-company-ltd-16778,First Colony Real Estate Company Ltd,info@firstcolonygroup.net,"No. 16 Idowu Martins Street, Off Adeola Odeku Way, Victoria Island, Lagos, Nigeria","+2348188040221, +2348059149400",+2348188040221
246,https://nigeriapropertycentre.com/agents/fourtnee-trust-limited-28843,Fourtnee Trust Limited,fourtnee@gmail.com,"2nd Floor, The Garnet Building, Igbo-efon, Lekki-epe Expressway, Lagos, Nigeria","08103934156, 08116746932",+2348103934156
247,https://nigeriapropertycentre.com/agents/tb-t-investments-company-limited-42299,Tb & T Investments Company Limited,bunmi.obidare@tbtinvest.com,"5b Environmental Crescent, Unilag Estate, Magodo-isheri, Lagos, Nigeria","+2348176691501, +2348176691501",+2348176691501
248,https://nigeriapropertycentre.com/agents/tedhol-properties-ltd-122954,Tedhol Properties Ltd,holdah4xt@yahoo.com,"No. 11, Tulip Close, Peninsula Gardens Estate, Sangotedo, Ajah, Lagos, Nigeria","08032670727, 07041199629, 08085290997",08032670727
249,https://nigeriapropertycentre.com/agents/minika-properties-limited-153658,Minika Properties Limited,minikaproperties@gmail.com,"Suite H-407 Road 3, Behind Access Bank, Ikota Complex, Vgc, Ikota Lekki, Lagos State, Nigeria","08118888862, 08166252527",2348118888862
250,https://nigeriapropertycentre.com/agents/peveth-global-services-and-properties-limited-95203,Peveth Global Services And Properties Limited,pevethglobalservices@gmail.com,"10/12 Pastor Olusakin Avenue, Ajah, Lagos, Nigeria","08145144993, 08082412522, 08130994346, 08082412522",08130994346
251,https://nigeriapropertycentre.com/agents/theanswers-concept-nigeria-ltd-20298,Theanswers Concept Nigeria Ltd,theanswersconcept@gmail.com,"Block 1, Flat 6, Allfreight Road, Godmon Estate, Okota, Isolo, Lagos, Nigeria",+2348021328145,+2348021318145
253,https://nigeriapropertycentre.com/agents/12-pearls-ventures-1829,12 Pearls Ventures,12pearls@gmail.com,"203 Igbosere Road, Lagos Island , Lagos, Nigeria","08056378528, 07041118876",+2348056378528
255,https://nigeriapropertycentre.com/agents/asset-constructions-inv-co-ltd-107263,Asset Constructions & Inv. Co. Ltd,assetconstructionsinvcoltd@gmail.com,"7, Salvation Street,, Ketu,, Lagos., Nigeria",08056842804,08056842804
256,https://nigeriapropertycentre.com/agents/ibukun-efuntayo-co-1782,Ibukun Efuntayo & Co.,emmanuel.efuntayo@gmail.com,"29a Araromi Street, Off Moloney Street, Lagos Island, Lagos, Nigeria","08022490210, 08038882855, 07037248610, 08057108443",08022490210
259,https://nigeriapropertycentre.com/agents/casaflo-realties-limited-31184,Casaflo Realties Limited,booking@casaflo.com,"17a Awolowo Towers, Awolowo Road , Ikoyi, Lagos, Nigeria","08099666653, 09061656973, 08099666653",08083428819
263,https://nigeriapropertycentre.com/agents/dunovella-nig-limited-21985,Dunovella Nig Limited,dunovellapropertiesltd@gmail.com,"Suit J178, Road 5, Ikota Shopping Complex, Vgc, Lekki, Lagos, Nigeria","08035971999, 08035971999",+2348035971999
264,https://nigeriapropertycentre.com/agents/property-axis-real-estate-limited-47813,Property Axis Real Estate Limited,seunmsk@gmail.com,"6, Ola Adesega Street, Oregun, Ikeja, Lagos","09051134461, 09051134461, 08033960674",+2349051134461
265,https://nigeriapropertycentre.com/agents/hagneia-limited-70254,Hagneia Limited,hagneialtd@gmail.com,"16 Abudi Street, Abule Oja, Shomolu, Yaba, Lagos, Nigeria","08101971449, 08162404737",08162404737
266,https://nigeriapropertycentre.com/agents/overhplus-properties-limited-38770,Overhplus Properties Limited,overhplusproltd@gmail.com,"Suite C3 3rd Floor Yob Shopping Complex Ologolo Road, Lekki, Lagos, Nigeria","08105605371, 08105605371, +2349053588569",+2348154029096
268,https://nigeriapropertycentre.com/agents/hauz-concept-2148,Hauz Concept,hauzconcept@gmail.com,"6, Olagunsoye Oyinlola Street, 2nd Avenue Estate, Ikoyi, Lagos, Nigeria","08033342296, 08033342296, 08026664211",+2348033342296
269,https://nigeriapropertycentre.com/agents/gods-gift-properties-investment-a-subsidiary-of-douglas-ifada-associates-2234,God's Gift Properties & Investment (a Subsidiary Of Douglas Ifada & Associates),ifadadouglas@gmail.com,"16 Thomas Salako Street, 2nd Floor, Ogba, Ikeja, Lagos, Nigeria","2348025472651, 2348060506734",2348060506734
271,https://nigeriapropertycentre.com/agents/mabco-dee-investments-limited-113597,Mabco-dee Investments Limited,info@mabcodeehomes.com,"Plot 30, 122 Road, Gowon Estate, Ipaja, Lagos, Nigeria","08058317500, 08058317500, 07063255237, 08172016000",08058317500
272,https://nigeriapropertycentre.com/agents/sureland-realtors-limited-39352,Sureland Realtors Limited,surelandrealtors@gmail.com,"48, Lekki - Epe Road, Farm Bus-stop, Sangotedo, Lagos, Nigeria","09015094850, 09137309303",+2349015094850
274,https://nigeriapropertycentre.com/agents/juli-gold-co-17929,Juli-gold & Co,juli_gold184@yahoo.com,"12, Oyegunwa Street, Ladipo, Oshodi, Lagos, Nigeria","08023845742, 08023845742, 08037773843",+2348023845742
275,https://nigeriapropertycentre.com/agents/xellencio-services-63770,Xellencio Services,obessa77@gmail.com,"43b, Oduduwa Crescent, Gra Ikeja, Ikeja, Lagos, Nigeria",07072166676,+2348036108444
276,https://nigeriapropertycentre.com/agents/upwey-global-investment-120263,Upwey Global Investment,upweyglobal@gmail.com,"9, Dapo Afilaka Street, Obadeyi, Ojokoro,, Alimosho, Lagos, Nigeria","09014552450, 09065506369",09065506369
278,https://nigeriapropertycentre.com/agents/michael-adekojo-company-27648,Michael Adekojo & Company,michaeladekojoass@gmail.com,"10, Kehinde Street, Meiran, Lagos, Nigeria","08092806691, 08130555027, 08130555027",08092806691
281,https://nigeriapropertycentre.com/agents/ubosi-eleh-co-26748,Ubosi Eleh & Co,kokoro@ubosieleh.com,"Lateef Jakande House, 3/5 Adeyemo Alakija Street, Victoria Island, Lagos, Nigeria","08054797542, 08054797523, 08076092475, 08054797530",08064779981
285,https://nigeriapropertycentre.com/agents/jaydyln-designs-ltd-199383,Jaydyln Designs Ltd,jaydylnhomeslg@gmail.com,"21a Ologun Street, Oke-ira, Ogba, Lagos, Nigeria","07019425321, 08100811221",+2347019425321
290,https://nigeriapropertycentre.com/agents/heavensent-properties-21193,Heavensent Properties,heavensentrealtor@gmail.com,"13/15 Ijaiye Road, Ogba, Lagos, Nigeria","08102912408, 08076264412, 08037081716",2348037081716
293,https://nigeriapropertycentre.com/agents/heric-oni-resources-ltd-1546,Heric Oni Resources Ltd,hericoni@gmail.com,"Suite 20, Berliner Shopping Complex, Lekki-epe Express Way, Ibeju-lekki, Lagos, Nigeria","08023641257, 08023641257",+2348023641257
294,https://nigeriapropertycentre.com/agents/d-hands-global-limited-205094,D- Hands Global Limited,dhandsgloballimited@gmail.com,"Road 4 Block 19, Abraham Adesanya Estate, Ajah, Lagos State, Nigeria","07057824366, 07057824366",+2347057824366
295,https://nigeriapropertycentre.com/agents/affyolams-property-company-21299,Affyolams Property & Company,affyolamsproperty@gmail.com,"No 22,adio Street Newgarage, Gbagada, Lagos, Nigeria","08077383399, 08077383399, 08179541937, 081795419371",+2348077383399
296,https://nigeriapropertycentre.com/agents/aeonconstruct-engineering-limited-200351,Aeonconstruct Engineering Limited,aeonconstructengineering@gmail.com,"8, Bakare Makinde Street, Alapere, Ketu, Lagos, Nigeria","+2347019945635, +2348161644509",+2347019945635
297,https://nigeriapropertycentre.com/agents/zenix-properties-subsidiary-of-zenith-industries-limited-55004,Zenix Properties (subsidiary Of Zenith Industries Limited),zenix200@gmail.com,"16 Kikelomo Abogun Street, Igbo-efon, Agungi, Lekki, Lagos, Nigeria","2348065330191, 2348024943648",2348065330191
300,https://nigeriapropertycentre.com/agents/eden-maisons-n-chalets-33715,Eden Maisons 'n' Chalets,funmieden@gmail.com,"112/113 Gobi Plaza, Suite Ff16, Ilepo Alhaji Bus Stop, Egbeda, Lagos, Nigeria","07060842626, 08023165611",+2348023165611
301,https://nigeriapropertycentre.com/agents/ablebis-realty-76987,Ablebis Realty,ablebisrealty@gmail.com,"2b Cherub Mall, New Road Bus Stop, Chevron, Lekki, Lagos, Nigeria",09025481130,+2349025481130
302,https://nigeriapropertycentre.com/agents/niche-global-ltd-54366,Niche Global Ltd,nicheglobalngre@gmail.com,"18 King George V Rd Onikan, Lagos Island, Lagos, Nigeria","+2348145837534, +2349035080881, +2348084953903, +2349020923716",+2348145837534
303,https://nigeriapropertycentre.com/agents/willperry-global-concept-25392,Willperry Global Concept,willperrytrading@gmail.com,"54, Shonola Street, Aguda Ogba, Ifako- Ijaiye, Lagos, Nigeria","07039688930, 08186561488",07039688930
304,https://nigeriapropertycentre.com/agents/akist-omoha-investment-limited-10628,Akist Omoha Investment Limited,akistproperties@gmail.com,"Suit 58 Powa Shopping Complex, Falomo, Ikoyi, Lagos, Nigeria","08062397178, 08028672317, 07046158224",+2348062397178
305,https://nigeriapropertycentre.com/agents/agathahomesng-limited-41009,Agathahomes.ng Limited,agathahomes7@gmail.com,"Road 3 , Suite F95 Ikota Complex,, Ikota Lekki Phase 2., Lagos, Nigeria","08087813295, 08087813295",+2348087813295
306,https://nigeriapropertycentre.com/agents/alphavision-logistic-25040,Alphavision Logistic,alpha.vision@yahoo.com,"House 5, Church Street, Abijo, Lagos, Nigeria","08085789451, 08154547777",+2349068188174
308,https://nigeriapropertycentre.com/agents/fn-realtors-limited-146097,Fn Realtors Limited,francisnwanze30@gmail.com,"13 Godwin Okigbo Street, Masha, Surulere, Lagos, Nigeria",07040767631,+2347040767631
310,https://nigeriapropertycentre.com/agents/makinshua-ventures-125302,Makinshua Ventures,makindeoluwatosin@gmail.com,"68, Ebenezer Street, Ikotun, Lagos, Nigeria","+2348166866515, +2348166866515, +2348166866515, +2348166866515",+2349094033432
311,https://nigeriapropertycentre.com/agents/m3ric-easy-life-concept-business-venture-93731,M3ric Easy Life Concept Business Venture,helpdeskcommunity@gmail.com,"Block C. Suit 5/6, Ojomu Royal Complex,etiosa Lga, Chevron, Lekki, Lagos State, Nigeria","07038554225, 08118665295",+2347038554225
312,https://nigeriapropertycentre.com/agents/ff-property-295,F&f Property,ufagbogwu@gmail.com,"14 Amara Olu Street, Agidingbe, Ikeja, Lagos, Nigeria","07085665009, 08186578478, 07056561322, 07038009615",+2347085665009
313,https://nigeriapropertycentre.com/agents/valsihee-business-services-ltd-15746,Valsihee Business Services Ltd,contact@valsihee.com.ng,"29, Abudu Street, Abule Oja, Yaba, Lagos, Nigeria",08094826131,+2348094826131
314,https://nigeriapropertycentre.com/agents/lekan-ajayi-consulting-81637,Lekan Ajayi Consulting,lekanajayiconsulting@gmail.com,"8, Providence Street, Lekki Phase 1, Lagos, Nigeria","08062447860, 08058106669",+2348062447860
316,https://nigeriapropertycentre.com/agents/demola-adetola-co-90314,Demola Adetola & Co,info@dac-ng.com,"3, Force Road, Onikan, Lagos, Nigeria","08028147070, 08098147070, 08073772255",08028147070
320,https://nigeriapropertycentre.com/agents/campus-courier-nigeria-ltd-12191,Campus Courier Nigeria Ltd,topshaddai@gmail.com,"34/36 Oluwalogbon Street, Ketu, Lagos, Nigeria","2348022737965, 08022737965, 07038561676",2348022737965
326,https://nigeriapropertycentre.com/agents/glenview-corporate-services-ltd-24854,Glenview Corporate Services Ltd,chimanthony@yahoo.com,"3, Suleiman Abdullahi Street, Agungi, Lagos, Nigeria","07016574311, 08184477349",+2348184477349
327,https://nigeriapropertycentre.com/agents/bkay-property-solutions-111333,Bkay Property Solutions,bkaypropertysolutions@yahoo.com,"72 Adeyeri Cresent College Road, Ogba, Lagos, Nigeria","07055987988, 08133529154",07055987988
331,https://nigeriapropertycentre.com/agents/olumoti-concepts-22899,Olumoti Concepts,olu_moti@yahoo.com,"24b John Olanrele Street, Magodo Isheri, Lagos, Nigeria","2348033000225, 2347082345908",2348033000225
332,https://nigeriapropertycentre.com/agents/gihon-homes-ltd-28948,Gihon Homes Ltd,gihonhomes@gmail.com,"5 Fred Anyiam Street Ikate, Surulere, Lagos, Nigeria","08189042000, 08187444789, 08189042000",+2348189042000
333,https://nigeriapropertycentre.com/agents/exquisite-assets-properties-31476,Exquisite Assets Properties,xquisitecribs@gmail.com,"No. 11, Tulip Close Peninsula Gardens Estate, Sangotedo, Ajah, Lekki, Lagos, Nigeria","08100812262, 08100812262",+2348100812262
336,https://nigeriapropertycentre.com/agents/mcgrant-intl-limited-13107,Mcgrant Int'l Limited,mcgrant.intl@gmail.com,"Plot 12 Block 77c, Collin Ohabule Crescent, Magodo, Lagos, Nigeria","07046786053, 07046786053, 08062283402",07046786053
339,https://nigeriapropertycentre.com/agents/ideal-investments-josh-jahdiel-properties-24726,Ideal Investments (josh & Jahdiel Properties),idealinvestments2016@gmail.com,"Shop A10, Ikota Complex, Lekki, Lagos, Nigeria","+2348058078879, +2349026118458, +2348054539245",+2348029992779
341,https://nigeriapropertycentre.com/agents/sethcharis-homes-properties-77457,Sethcharis Homes & Properties,sethcharis@gmail.com,"50 Olorunkemi, Shomolu, Lagos, Nigeria",+2348022548249,+2348022548249
342,https://nigeriapropertycentre.com/agents/iconview-de-luxe-ltd-17565,Iconview De-luxe Ltd,iconviewdeluxe@yahoo.com,"C20 Yomade Shopping Complex, Awoyaya, Lagos, Nigeria","08038891314, 08038891314",+2348038891314
345,https://nigeriapropertycentre.com/agents/yfab-integrated-concept-ltd-11669,Yfab Integrated Concept Ltd,yfabintegratedconcept@yahoo.com,"5 Olorunwa Close, Off Kareem Laka, Egbeda Bus Stop, Egbeda, Lagos, Nigeria","2347035892822, 2349058718899, 2348021136490",2348021136490
347,https://nigeriapropertycentre.com/agents/qpt-services-limited-36810,Qpt Services Limited,info@qptservicesltd.com,"172, Oshodi-oworonshoki Expressway, Gbagada Phase 1 , First Pedro Bus Stop, Gbagada, Lagos, Nigeria","08091990855, 08023118998, 08183886817",+2348091990855
348,https://nigeriapropertycentre.com/agents/workbay-executive-intl-ltd-26382,Workbay Executive Int'l Ltd,sales@workbay.ng,"3/5, Olu Kodeosho Street, Off Medical Road, Ikeja, Lagos, Nigeria","012931617, 08025472953",+2348025472953
349,https://nigeriapropertycentre.com/agents/benyhomes-limited-20106,Benyhomes Limited,info@benyhomes.com,"Plot 4, Olawale Idris Close, Lekki Phase 1, Lagos, Nigeria","08142545677, 08098533149, 08037667938",08142545677
351,https://nigeriapropertycentre.com/agents/smilebay-realties-limited-23648,Smilebay Realties Limited,info@connectsellerng.house,"Chevron Dr 4, Fl 2 Lekki, Lagos, Nigeria","09169306242, 09169306242, 09169306242, 09169306242",+2349015174801
352,https://nigeriapropertycentre.com/agents/alfafa-synergy-26289,Alfafa Synergy,alfafasynergy@yahoo.com,"26, Aladeraji, Ijegun, Ikotun, Alimosho, Lagos, Nigeria",+2348068321289,+2348068321289
354,https://nigeriapropertycentre.com/agents/conicon-transvirtual-3047,Conicon Transvirtual,conicontransvirtual@gmail.com,"Suite 34a, 6 Shop, Phase 5 Lspdc Plaza, Oba Ogunji Way, Ogba, Lagos, Nigeria","2348062678099, 2348180490592",+2348180490592
355,https://nigeriapropertycentre.com/agents/onyebuchi-emeka-co-23012,Onyebuchi Emeka & Co,oec.oec7@yahoo.com,"2a Araromi Street, Onikan, Lagos Island, Lagos, Nigeria","08132989021, 07066654735, 08023011184, 08050938661",+2348132989021
356,https://nigeriapropertycentre.com/agents/1khenry-property-services-company-enterprises-21411,1KHenry Property & Services Company Enterprises,kkinghenry247@yahoo.com,"1/2 Progress College Road, Car Wash Bus Stop, New Oko Oba, Agege, Lagos, Nigeria","08023987599, 08136689077",+2347087031339
360,https://nigeriapropertycentre.com/agents/macbryan-realtors-limited-29377,Macbryan Realtors Limited,macbryan.media@gmail.com,"Suite J282, Ikota Business Complex, Vgc, Lagos State, Nigeria","07034593260, 09060009861, 09015032617",2347034593260
361,https://nigeriapropertycentre.com/agents/wunmi-odusola-co-35305,Wunmi Odusola & Co,info@wunmiodusola.com,"Bq Right Wing (zion House) 15, Taiwo Koya Street, Ilupeju, Lagos, Nigeria","09061500067, 09061500067",08023038234
365,https://nigeriapropertycentre.com/agents/aloda-limited-76479,Aloda Limited,dadabimbola@gmail.com,"14 Muraino Olo Close, Cement Bus Stop, Ikeja, Lagos, Nigeria",08168064058,08168064058
366,https://nigeriapropertycentre.com/agents/f-i-orobi-co-2160,F. I. Orobi & Co.,francrobis@gmail.com,"25 Ogunsiji Close (for Access: Sahadatu Plaza, 2nd Floor, Suite 38, 70d, Allen Avenue), Ikeja, Lagos , Nigeria",08064420085,+2348064420085
367,https://nigeriapropertycentre.com/agents/henshodeg-services-ltd-31125,Henshodeg Services Ltd,henshodeg01@yahoo.com,"St 205 Pearl Plaza, 1st Floor, Ajiwe, Km 23, Lekki Epe Express Way, Ajah , Lagos, Nigeria","07037341101, 07037341101, +2347037341101, 07037341101",07037341101
368,https://nigeriapropertycentre.com/agents/toplift-realtors-26170,Toplift Realtors,topliftrealtors@gmail.com,"28b Jaiye Oyedotun Street, Magodo Gra, Kosofe Lga, Lagos, Nigeria","08029763540, 08078435528",+2348029763540
369,https://nigeriapropertycentre.com/agents/sanieldan-properties-limited-138313,Sanieldan Properties Limited,customercare@sanieldanproperties.com,"9, White House Street, Royal Palm Will Estate, Badore, Ajah, Lagos, Nigeria",08035192353,+2348035192353
370,https://nigeriapropertycentre.com/agents/tadmor-facility-management-limited-30304,Tadmor Facility Management Limited,tadmorfacilitymanagementltd@gmail.com,"24 Awkuzu Street, Lekki Phase One, Lagos, Nigeria","08170355577, 08170355577, 08036529966",08170355577
